forecast_id,ward_id,forecast_date,expected_census,expected_occupancy_pct,expected_avg_acuity,expected_admissions,expected_discharges,confidence_level,forecast_source,created_at,updated_at
570c9968-f1d0-4798-ad63-ce87a5609be1,W008,2025-01-23,17,88.5,3.65,1,4,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.955767,2026-01-14 02:44:55.955768
608f996a-17d7-4577-8662-8b6c54aa69bc,W001,2025-01-24,15,76.4,5.0,5,3,MEDIUM,HISTORICAL_MODEL,2026-01-14 02:44:55.956015,2026-01-14 02:44:55.956016
2479d943-4802-4c40-99ea-dd359a20629c,W002,2025-01-24,9,59.7,5.0,0,1,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.956136,2026-01-14 02:44:55.956137
700cdc4b-0733-40f8-b94a-42d02f291475,W003,2025-01-24,28,88.3,3.16,4,1,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.956241,2026-01-14 02:44:55.956241
e46d8bac-35e2-4e99-8f8e-5f79538b967e,W004,2025-01-24,27,87.3,3.42,3,1,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.956342,2026-01-14 02:44:55.956343
a857d0ba-cbec-4f7d-9bb6-dbdf0e45df96,W005,2025-01-24,25,90.1,3.9,2,2,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.956444,2026-01-14 02:44:55.956445
069b1ffd-6170-4f40-a009-12f724be37ae,W006,2025-01-24,23,82.6,3.99,1,0,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.956550,2026-01-14 02:44:55.956550
b5240480-69c6-4ea2-86d7-d2a9de9b059e,W007,2025-01-24,16,70.6,2.41,2,0,LOW,HISTORICAL_MODEL,2026-01-14 02:44:55.956692,2026-01-14 02:44:55.956693
dd09d491-463a-4709-b48d-346a5e595bdc,W008,2025-01-24,14,74.8,2.72,5,1,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.956820,2026-01-14 02:44:55.956821
2304d840-82af-47c9-a042-c01842972922,W001,2025-01-25,15,78.2,4.24,1,0,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.957090,2026-01-14 02:44:55.957091
b9e0ef94-7b3f-4e69-b6e2-95660b8996a8,W002,2025-01-25,14,87.9,3.96,4,0,MEDIUM,HISTORICAL_MODEL,2026-01-14 02:44:55.957206,2026-01-14 02:44:55.957207
f88bb8cc-47b5-40d9-908e-ec03b034ace1,W003,2025-01-25,23,74.9,2.93,5,5,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.957320,2026-01-14 02:44:55.957320
25890288-a010-45f2-9dc7-b486ad673fe4,W004,2025-01-25,25,79.5,3.37,2,3,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.957423,2026-01-14 02:44:55.957424
f68e8ece-1cdb-4128-b59b-2b7c4ed8f74f,W005,2025-01-25,20,74.6,3.88,3,1,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.957528,2026-01-14 02:44:55.957528
b3e078b1-4c41-4b26-82df-4a17ba08df79,W006,2025-01-25,18,67.5,3.56,0,2,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.957637,2026-01-14 02:44:55.957637
2beb9916-71e4-41ad-ae9c-f9914e52d42a,W007,2025-01-25,19,80.6,2.23,2,0,LOW,HISTORICAL_MODEL,2026-01-14 02:44:55.957773,2026-01-14 02:44:55.957774
e012820c-175b-4688-a367-af2847759ba9,W008,2025-01-25,15,77.4,3.46,0,0,LOW,HISTORICAL_MODEL,2026-01-14 02:44:55.957896,2026-01-14 02:44:55.957896
f4e70654-a6e7-4faf-b7c1-e6b834c5966c,W001,2025-01-26,16,83.5,4.67,5,5,MEDIUM,HISTORICAL_MODEL,2026-01-14 02:44:55.958161,2026-01-14 02:44:55.958162
85c313a3-c9ea-481e-93e3-01f04cad75f5,W002,2025-01-26,14,91.2,4.75,3,5,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.958271,2026-01-14 02:44:55.958272
857d59a5-5243-4ee8-8556-a39812c7500e,W003,2025-01-26,23,73.7,2.75,4,5,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.958374,2026-01-14 02:44:55.958374
b9d1c7f3-fb00-4b15-9106-54f98e54eac7,W004,2025-01-26,25,80.2,3.6,2,0,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.958479,2026-01-14 02:44:55.958480
420f0836-7c3a-4868-b0a7-a102fa96d69b,W005,2025-01-26,26,95.0,4.23,4,1,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.958584,2026-01-14 02:44:55.958585
6c08db48-d88f-40b5-86b6-65377d4dbc6a,W006,2025-01-26,19,71.1,3.15,1,2,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.958684,2026-01-14 02:44:55.958685
dbd09785-3b68-4532-8fc2-bc5b290768db,W007,2025-01-26,23,97.4,2.67,2,1,MEDIUM,HISTORICAL_MODEL,2026-01-14 02:44:55.958803,2026-01-14 02:44:55.958804
958c2fdd-b3f1-4d7b-aa4e-f9966c446c7a,W008,2025-01-26,14,73.7,3.56,4,5,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.958951,2026-01-14 02:44:55.958952
7d5ed4a6-8c30-4288-9cf4-c87b08ba376c,W001,2025-01-27,16,83.2,4.12,0,0,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.959192,2026-01-14 02:44:55.959193
0edc6371-fda7-44ed-9473-dfff5a8683fe,W002,2025-01-27,14,90.1,4.9,4,3,MEDIUM,HISTORICAL_MODEL,2026-01-14 02:44:55.959309,2026-01-14 02:44:55.959310
7943b023-d4ad-43ec-95c4-3c56c902e990,W003,2025-01-27,20,65.3,2.57,5,4,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.959421,2026-01-14 02:44:55.959422
5f4db4b2-fb73-4c81-8f23-1a00f5348d1f,W004,2025-01-27,23,72.6,3.05,2,0,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.959531,2026-01-14 02:44:55.959531
b782fe27-e9a5-411f-bd1a-3354a5d3f9f6,W005,2025-01-27,24,89.1,4.02,5,1,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.959641,2026-01-14 02:44:55.959642
56e2628c-250d-49a2-979c-511aadde0594,W006,2025-01-27,23,85.4,5.0,1,2,MEDIUM,HISTORICAL_MODEL,2026-01-14 02:44:55.959749,2026-01-14 02:44:55.959750
56c4b864-2198-4e74-a5e1-49df88e989e5,W007,2025-01-27,18,76.6,3.87,4,3,MEDIUM,HISTORICAL_MODEL,2026-01-14 02:44:55.959854,2026-01-14 02:44:55.959855
beca4ee8-a5bd-4598-a495-0eb09f34f766,W008,2025-01-27,13,68.6,2.76,0,4,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.960000,2026-01-14 02:44:55.960001
e09ffd14-2b6e-4b36-a885-b6d8357a8969,W001,2025-01-28,14,73.3,4.63,5,5,LOW,HISTORICAL_MODEL,2026-01-14 02:44:55.960230,2026-01-14 02:44:55.960231
62b9a817-d219-4412-8bc7-9df19a7c7da0,W002,2025-01-28,14,88.2,4.69,4,3,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.960344,2026-01-14 02:44:55.960344
cbace76f-20c1-47bb-81c2-29adc431de64,W003,2025-01-28,27,85.4,2.95,1,5,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.960454,2026-01-14 02:44:55.960455
5fc7ca76-70b8-45bf-9600-98f2a2b09e71,W004,2025-01-28,22,69.6,3.32,3,2,LOW,HISTORICAL_MODEL,2026-01-14 02:44:55.960565,2026-01-14 02:44:55.960566
47de2b50-ca00-43f3-80a3-f360c9d65000,W005,2025-01-28,20,71.9,4.43,4,3,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.960677,2026-01-14 02:44:55.960677
17c9cb5c-5b75-468e-a6b7-458543591131,W006,2025-01-28,21,77.5,3.7,1,1,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.960792,2026-01-14 02:44:55.960793
fa270370-9914-4924-bf8f-39fa1073365b,W007,2025-01-28,17,72.2,2.56,1,2,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.960902,2026-01-14 02:44:55.960903
e16b0d0a-0ad3-43e2-9af9-6d7cf86dff75,W008,2025-01-28,14,72.8,3.09,0,3,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.961055,2026-01-14 02:44:55.961056
9a9c683b-f84d-4abc-a665-1940eea693dd,W001,2025-01-29,16,84.5,4.84,2,1,MEDIUM,HISTORICAL_MODEL,2026-01-14 02:44:55.961285,2026-01-14 02:44:55.961286
68fa55b1-2ed8-4c93-a20d-5dacb6af037f,W002,2025-01-29,11,73.1,4.8,1,2,MEDIUM,HISTORICAL_MODEL,2026-01-14 02:44:55.961397,2026-01-14 02:44:55.961398
b6ebc2c0-7c6b-4150-a053-8efa0bc1f6ec,W003,2025-01-29,22,69.4,3.25,0,2,MEDIUM,HISTORICAL_MODEL,2026-01-14 02:44:55.961508,2026-01-14 02:44:55.961508
9ff5648d-1ddf-4c1d-90ff-378f5a135a08,W004,2025-01-29,26,82.5,3.49,5,5,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.961616,2026-01-14 02:44:55.961617
7b972fb7-7119-4500-9637-e9f79e45ad3c,W005,2025-01-29,20,74.1,4.96,5,1,MEDIUM,HISTORICAL_MODEL,2026-01-14 02:44:55.961723,2026-01-14 02:44:55.961723
5b2646b4-dec0-477e-8502-e9b416e78b37,W006,2025-01-29,17,62.9,4.69,1,3,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.961839,2026-01-14 02:44:55.961840
6c994ad1-affa-46d8-839a-6074acfda95c,W007,2025-01-29,16,70.5,3.56,0,0,MEDIUM,HISTORICAL_MODEL,2026-01-14 02:44:55.961965,2026-01-14 02:44:55.961966
af7ca63f-0e1a-4f59-9e08-1450609e7adc,W008,2025-01-29,14,73.9,2.39,4,4,LOW,HISTORICAL_MODEL,2026-01-14 02:44:55.962102,2026-01-14 02:44:55.962103
a3811971-b85e-469f-a9c6-43d9088cbf38,W001,2025-01-30,19,98.0,5.0,0,0,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.962332,2026-01-14 02:44:55.962333
3a311cc7-b331-4926-80d2-0e1cf8702703,W002,2025-01-30,14,89.6,5.0,1,2,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.962444,2026-01-14 02:44:55.962445
9d9b12f2-3535-419d-a842-d6d5912dbab2,W003,2025-01-30,25,79.3,3.12,3,4,MEDIUM,HISTORICAL_MODEL,2026-01-14 02:44:55.962554,2026-01-14 02:44:55.962555
4b2bc2e2-efd4-40f6-ad6f-a62b0b09091b,W004,2025-01-30,18,56.5,2.72,3,0,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.962661,2026-01-14 02:44:55.962662
8d1c4732-a84b-4953-ab14-c708a5b2acdc,W005,2025-01-30,25,89.4,4.43,5,3,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.962772,2026-01-14 02:44:55.962773
48bcc11c-54ec-42a8-8cf0-e8e526fb7838,W006,2025-01-30,23,84.0,4.34,1,0,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.962881,2026-01-14 02:44:55.962882
4d7b9b0a-8093-46b7-b26d-533b1a5c30f7,W007,2025-01-30,24,100.0,2.17,3,0,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.963018,2026-01-14 02:44:55.963019
aa2d68df-def3-4ecb-a927-d6e0fa05cdb3,W008,2025-01-30,14,73.4,2.41,1,4,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.963179,2026-01-14 02:44:55.963180
3eba12a7-661f-461e-8be4-61e0926d7d74,W001,2025-01-31,18,90.1,4.87,3,3,LOW,HISTORICAL_MODEL,2026-01-14 02:44:55.963414,2026-01-14 02:44:55.963415
97d90d2f-a0c7-45db-a965-94df67f70bad,W002,2025-01-31,13,83.4,4.33,5,5,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.963526,2026-01-14 02:44:55.963527
da0f6b4b-2014-4e41-aae0-c75998420848,W003,2025-01-31,29,91.4,3.75,1,0,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.963634,2026-01-14 02:44:55.963634
7c644dfc-c5f3-4261-b922-5b9058cd457e,W004,2025-01-31,19,60.1,3.16,1,0,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.963746,2026-01-14 02:44:55.963747
5abb2d93-87c0-4dcc-8e98-50aeb7c8995e,W005,2025-01-31,18,66.7,4.58,0,4,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.963854,2026-01-14 02:44:55.963855
13957061-5996-4869-bb23-ad56aad521de,W006,2025-01-31,23,83.0,3.98,2,1,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.963979,2026-01-14 02:44:55.963980
a1664713-3e75-4122-8dae-bd8f5fa334fd,W007,2025-01-31,22,94.6,2.81,3,3,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.964107,2026-01-14 02:44:55.964107
4815c5e3-f787-47eb-ab46-d511c23aca04,W008,2025-01-31,17,87.2,3.37,5,1,LOW,HISTORICAL_MODEL,2026-01-14 02:44:55.964224,2026-01-14 02:44:55.964225
a6970bba-9c07-4fe8-9738-2151205c320f,W001,2025-02-01,17,87.6,5.0,0,4,MEDIUM,HISTORICAL_MODEL,2026-01-14 02:44:55.964487,2026-01-14 02:44:55.964488
e1a03574-834f-4a0b-b71b-06530cab8d09,W002,2025-02-01,13,81.8,5.0,2,1,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.964605,2026-01-14 02:44:55.964606
fcabda63-8646-4a32-918c-5b711b84e47b,W003,2025-02-01,22,68.9,2.43,3,4,MEDIUM,HISTORICAL_MODEL,2026-01-14 02:44:55.964714,2026-01-14 02:44:55.964715
ba564516-e0a6-48a7-b6d5-a9c79fc47907,W004,2025-02-01,27,85.2,3.05,4,0,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.964830,2026-01-14 02:44:55.964830
ddf081a8-b3d5-4951-a8dc-6a9c4a087e37,W005,2025-02-01,18,65.3,4.54,0,2,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.964959,2026-01-14 02:44:55.964960
12a9349b-204d-4231-851e-c6c4d0c10bae,W006,2025-02-01,22,79.2,4.28,3,3,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.965082,2026-01-14 02:44:55.965083
2252d6e4-0935-4fd2-925e-7649541aeb75,W007,2025-02-01,18,78.5,3.07,4,2,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.965185,2026-01-14 02:44:55.965186
18dee684-6874-4960-a8e1-b9bd43895ff9,W008,2025-02-01,15,77.1,3.44,0,0,MEDIUM,HISTORICAL_MODEL,2026-01-14 02:44:55.965286,2026-01-14 02:44:55.965287
224ea059-dcc7-489f-b177-c239ec09a93c,W001,2025-02-02,13,69.7,5.0,0,3,LOW,HISTORICAL_MODEL,2026-01-14 02:44:55.965568,2026-01-14 02:44:55.965569
a5c71bfe-86ef-4ad4-872d-1802735f8d32,W002,2025-02-02,13,86.5,5.0,1,1,MEDIUM,HISTORICAL_MODEL,2026-01-14 02:44:55.965685,2026-01-14 02:44:55.965686
8396ed67-80dd-45f8-9a70-768b98d875b7,W003,2025-02-02,22,71.6,4.21,2,4,MEDIUM,HISTORICAL_MODEL,2026-01-14 02:44:55.965803,2026-01-14 02:44:55.965804
46e3bfa6-13c3-4de3-aca2-d3edfda5ca01,W004,2025-02-02,30,96.6,3.59,0,0,MEDIUM,HISTORICAL_MODEL,2026-01-14 02:44:55.965912,2026-01-14 02:44:55.965913
3e0e7cc9-c1a5-4a71-9921-4cd23daffb2f,W005,2025-02-02,17,64.2,3.99,3,1,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.966059,2026-01-14 02:44:55.966060
f21465b4-f742-46e4-990a-399506ca7888,W006,2025-02-02,24,86.9,3.77,4,3,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.966171,2026-01-14 02:44:55.966172
914849d0-6728-4ba3-aded-a4bd0d5c3167,W007,2025-02-02,17,72.0,4.08,0,1,MEDIUM,HISTORICAL_MODEL,2026-01-14 02:44:55.966273,2026-01-14 02:44:55.966273
3c3b6660-72d0-41d0-8162-4a536221f140,W008,2025-02-02,14,71.5,1.99,0,5,MEDIUM,HISTORICAL_MODEL,2026-01-14 02:44:55.966373,2026-01-14 02:44:55.966374
09d3c7d7-7162-4376-8285-23a139f002f8,W001,2025-02-03,16,83.1,5.0,3,1,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.966623,2026-01-14 02:44:55.966624
d7abeb76-6ffd-4cc7-97e4-b669fb725c09,W002,2025-02-03,11,71.9,5.0,1,0,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.966758,2026-01-14 02:44:55.966759
34e86796-8b66-4ad2-91b2-daba35da0fd6,W003,2025-02-03,21,66.6,2.99,0,1,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.966880,2026-01-14 02:44:55.966880
504869e5-5e46-4cbf-aeb0-678f5d87dbb9,W004,2025-02-03,22,70.9,2.29,4,3,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.967031,2026-01-14 02:44:55.967032
97dcf576-f941-4550-b542-a0527aff2bcc,W005,2025-02-03,21,76.6,4.18,4,0,LOW,HISTORICAL_MODEL,2026-01-14 02:44:55.967156,2026-01-14 02:44:55.967157
263edb7c-1a93-40e7-b9f5-9b758f320ab9,W006,2025-02-03,25,91.3,3.86,5,4,MEDIUM,HISTORICAL_MODEL,2026-01-14 02:44:55.967274,2026-01-14 02:44:55.967274
61ec3120-894e-42f2-8832-13ef69abeb21,W007,2025-02-03,20,83.7,3.38,3,0,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.967384,2026-01-14 02:44:55.967385
a531f5d1-36a3-4539-b864-ee012c2d0b01,W008,2025-02-03,16,84.5,4.47,5,3,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.967498,2026-01-14 02:44:55.967499
23a30729-639f-4118-bd19-50609990249a,W001,2025-02-04,16,84.2,4.81,3,1,MEDIUM,HISTORICAL_MODEL,2026-01-14 02:44:55.967767,2026-01-14 02:44:55.967768
c9a01073-4f04-4d6a-b729-56f506564bf1,W002,2025-02-04,15,98.2,5.0,1,0,MEDIUM,HISTORICAL_MODEL,2026-01-14 02:44:55.967891,2026-01-14 02:44:55.967891
e12479d4-964c-4285-8f48-38c8473a2792,W003,2025-02-04,19,62.2,2.23,0,2,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.968033,2026-01-14 02:44:55.968034
6e9ee728-4382-4c65-917f-0c6722e505ec,W004,2025-02-04,22,70.1,3.31,2,5,MEDIUM,HISTORICAL_MODEL,2026-01-14 02:44:55.968147,2026-01-14 02:44:55.968148
cece05d2-d80f-456d-88e5-32d78d86446e,W005,2025-02-04,27,96.6,3.23,2,5,MEDIUM,HISTORICAL_MODEL,2026-01-14 02:44:55.968256,2026-01-14 02:44:55.968257
eab93fc9-0cf3-462d-9fed-4ad5afd0fddb,W006,2025-02-04,23,82.3,2.84,3,0,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.968367,2026-01-14 02:44:55.968368
279fe983-44ac-4c2f-a616-3cd587c50bd0,W007,2025-02-04,17,73.9,2.63,3,0,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.968476,2026-01-14 02:44:55.968476
0178a9c2-5ce3-4ca4-b784-cd4063926083,W008,2025-02-04,18,91.1,2.18,4,1,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.968586,2026-01-14 02:44:55.968587
4855c111-c324-4c0d-b600-d3165f6ef581,W001,2025-02-05,15,78.1,5.0,4,0,MEDIUM,HISTORICAL_MODEL,2026-01-14 02:44:55.968843,2026-01-14 02:44:55.968844
961e8e21-90bf-4361-8a65-94f417a5147f,W002,2025-02-05,12,76.3,4.19,3,0,MEDIUM,HISTORICAL_MODEL,2026-01-14 02:44:55.968977,2026-01-14 02:44:55.968978
f95fa407-d4ea-4b7a-b1de-baa7e6ad9ec6,W003,2025-02-05,24,75.2,2.95,3,2,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.969097,2026-01-14 02:44:55.969098
9256159e-2797-41d5-99a3-1d4e13961027,W004,2025-02-05,19,60.9,2.72,2,1,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.969211,2026-01-14 02:44:55.969212
85a2de33-4fe7-48f1-a2d4-fc5b8076bec3,W005,2025-02-05,21,78.5,4.5,3,0,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.969336,2026-01-14 02:44:55.969336
6fb5bc7a-2028-4ce9-b7bc-b93f27a994e7,W006,2025-02-05,27,99.5,3.71,1,1,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.969457,2026-01-14 02:44:55.969458
ad1e7230-dba4-4b4b-a072-da8ef6427e14,W007,2025-02-05,23,96.9,2.37,2,2,LOW,HISTORICAL_MODEL,2026-01-14 02:44:55.969569,2026-01-14 02:44:55.969570
40145aa6-fd41-4262-931f-4702471b2df0,W008,2025-02-05,13,67.6,2.35,1,1,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.969678,2026-01-14 02:44:55.969679
