nurse_cert_id,nurse_id,cert_id,obtained_date,expiry_date,is_expired,practice_hours_ytd,practice_hours_required,hours_remaining,last_renewal_date,renewal_status,verified_by,verification_date,created_at,updated_at
2b1e69e3-974b-439f-8b7b-4226450eb66d,N0007,RN,2021-09-23,2026-09-22,False,7,50,43,2021-09-23,CURRENT,HR_7,2021-10-21,2026-01-14 02:44:53.952532,2026-01-14 02:44:53.952532
1603d23d-e03d-4027-a8c0-9b4581683bbe,N0007,ACLS,2024-05-24,2026-05-24,False,8,16,8,2024-05-24,CURRENT,HR_2,2024-06-19,2026-01-14 02:44:53.952795,2026-01-14 02:44:53.952795
54da0a8d-e3c7-4fb0-a1d9-0baefbb8a190,N0008,RN,2025-08-02,2030-08-01,False,17,50,33,2025-08-02,CURRENT,HR_2,2025-08-17,2026-01-14 02:44:53.953479,2026-01-14 02:44:53.953479
5190fa09-b256-47ae-8e23-e7ef9baeb55c,N0008,BLS,2025-06-10,2027-06-10,False,2,8,6,2025-06-10,CURRENT,HR_10,2025-06-23,2026-01-14 02:44:53.953759,2026-01-14 02:44:53.953759
189639d3-0315-48da-a317-63acfc9a678f,N0009,CHEMO,2025-08-27,2027-08-27,False,10,24,14,2025-08-27,CURRENT,HR_4,2025-09-12,2026-01-14 02:44:53.954451,2026-01-14 02:44:53.954452
ca9dc5a8-ab96-42d8-bce5-9a1333927e47,N0009,BLS,2025-11-20,2027-11-20,False,4,8,4,2025-11-20,CURRENT,HR_9,2025-12-01,2026-01-14 02:44:53.954744,2026-01-14 02:44:53.954745
6952f506-a671-411e-bd77-c07db51aca4d,N0009,IV_CERT,2024-03-31,2026-03-31,False,12,16,4,2024-03-31,CURRENT,HR_2,2024-04-21,2026-01-14 02:44:53.955069,2026-01-14 02:44:53.955069
dec74c95-2828-4e64-80af-d4195f5fb33a,N0009,POST_OP,2024-08-27,2026-08-27,False,4,20,16,2024-08-27,CURRENT,HR_7,2024-08-31,2026-01-14 02:44:53.955363,2026-01-14 02:44:53.955363
6ba26c18-b41d-45bd-85f3-bb8bb6275be5,N0009,RN,2025-03-04,2030-03-03,False,1,50,49,2025-03-04,CURRENT,HR_1,2025-03-14,2026-01-14 02:44:53.955656,2026-01-14 02:44:53.955657
e4969257-0049-4298-940a-719f2aaff2a2,N0009,ACLS,2024-07-29,2026-07-29,False,1,16,15,2024-07-29,CURRENT,HR_2,2024-08-06,2026-01-14 02:44:53.955942,2026-01-14 02:44:53.955943
da4afb6a-390e-41f4-9f2a-ea6209e9d373,N0010,IV_CERT,2024-09-07,2026-09-07,False,5,16,11,2024-09-07,CURRENT,HR_9,2024-09-21,2026-01-14 02:44:53.956630,2026-01-14 02:44:53.956631
46c1a71e-7653-41ee-9c12-941c82859e6c,N0010,ACLS,2024-04-23,2026-04-23,False,11,16,5,2024-04-23,CURRENT,HR_3,2024-05-22,2026-01-14 02:44:53.956891,2026-01-14 02:44:53.956892
feaed047-c027-4e96-94a7-f141121c7ab3,N0010,RN,2023-08-19,2028-08-17,False,20,50,30,2023-08-19,CURRENT,HR_2,2023-09-15,2026-01-14 02:44:53.957177,2026-01-14 02:44:53.957177
e0d875b9-65f6-46b7-87ca-a987056a3d28,N0010,BLS,2024-08-01,2026-08-01,False,4,8,4,2024-08-01,CURRENT,HR_7,2024-08-10,2026-01-14 02:44:53.957446,2026-01-14 02:44:53.957447
c59eb37a-00c7-4a45-9360-f163880c7639,N0011,BLS,2024-09-17,2026-09-17,False,3,8,5,2024-09-17,CURRENT,HR_4,2024-10-15,2026-01-14 02:44:53.958122,2026-01-14 02:44:53.958122
674358e3-6e5a-4598-89e2-01b25ca00dc2,N0011,ICU,2024-12-09,2026-12-09,False,3,40,37,2024-12-09,CURRENT,HR_6,2024-12-27,2026-01-14 02:44:53.958404,2026-01-14 02:44:53.958405
f6270b09-c9cd-4e45-b8bf-83f300f94858,N0011,IV_CERT,2024-02-24,2026-02-23,False,13,16,3,2024-02-24,CURRENT,HR_1,2024-03-08,2026-01-14 02:44:53.958692,2026-01-14 02:44:53.958692
8999e29c-6452-4b4d-8ba0-1b292ab93a4c,N0011,RN,2024-05-29,2029-05-28,False,6,50,44,2024-05-29,CURRENT,HR_2,2024-06-26,2026-01-14 02:44:53.958973,2026-01-14 02:44:53.958974
207109aa-7c36-487c-8a57-3ccddf2f9f30,N0011,ACLS,2024-09-06,2026-09-06,False,1,16,15,2024-09-06,CURRENT,HR_4,2024-09-27,2026-01-14 02:44:53.959242,2026-01-14 02:44:53.959243
34f74e75-28c1-43df-9ec8-47eab946147c,N0012,CHEMO,2025-10-25,2027-10-25,False,12,24,12,2025-10-25,CURRENT,HR_6,2025-11-02,2026-01-14 02:44:53.959931,2026-01-14 02:44:53.959931
490b0e6e-d182-4a47-8828-2843d6816ed4,N0012,BLS,2025-08-09,2027-08-09,False,4,8,4,2025-08-09,CURRENT,HR_4,2025-08-12,2026-01-14 02:44:53.960208,2026-01-14 02:44:53.960208
be6ef9ac-6382-449f-89d7-7da6ca550734,N0012,IV_CERT,2024-05-27,2026-05-27,False,7,16,9,2024-05-27,CURRENT,HR_10,2024-06-03,2026-01-14 02:44:53.960482,2026-01-14 02:44:53.960482
a21f6f35-f8f3-43e2-9f7d-6b8d465b2837,N0012,POST_OP,2025-04-21,2027-04-21,False,5,20,15,2025-04-21,CURRENT,HR_3,2025-05-17,2026-01-14 02:44:53.960752,2026-01-14 02:44:53.960753
a15c6dfc-dfa9-4165-959f-55a63ec5c3ec,N0012,RN,2022-08-13,2027-08-12,False,0,50,50,2022-08-13,CURRENT,HR_5,2022-09-10,2026-01-14 02:44:53.961051,2026-01-14 02:44:53.961051
0904a485-dbab-4db7-bdba-a8db4f0a0689,N0012,ACLS,2025-07-20,2027-07-20,False,2,16,14,2025-07-20,CURRENT,HR_9,2025-07-29,2026-01-14 02:44:53.961315,2026-01-14 02:44:53.961315
b4921ddc-c688-4c0d-af1e-ce8b2aadf38d,N0013,BLS,2025-11-19,2027-11-19,False,1,8,7,2025-11-19,CURRENT,HR_1,2025-12-01,2026-01-14 02:44:53.961964,2026-01-14 02:44:53.961964
ac113d59-f86b-4538-b8e6-a0e59b67c787,N0013,IV_CERT,2025-04-16,2027-04-16,False,5,16,11,2025-04-16,CURRENT,HR_1,2025-04-22,2026-01-14 02:44:53.962260,2026-01-14 02:44:53.962260
ce838b4b-8864-445b-9966-193fc9ae829f,N0013,POST_OP,2025-03-19,2027-03-19,False,0,20,20,2025-03-19,CURRENT,HR_3,2025-04-12,2026-01-14 02:44:53.962545,2026-01-14 02:44:53.962545
5978c200-59f7-4649-9dcb-99ef23b4caf8,N0013,RN,2023-08-06,2028-08-04,False,16,50,34,2023-08-06,CURRENT,HR_2,2023-08-30,2026-01-14 02:44:53.962833,2026-01-14 02:44:53.962833
dc862d46-c645-480d-99d0-2a16fcbfc2fe,N0013,ACLS,2025-10-11,2027-10-11,False,7,16,9,2025-10-11,CURRENT,HR_8,2025-11-05,2026-01-14 02:44:53.963109,2026-01-14 02:44:53.963109
78034538-7fc7-417c-be71-da75a96fcb47,N0014,PEDS,2024-04-17,2027-04-17,False,3,30,27,2024-04-17,CURRENT,HR_8,2024-05-04,2026-01-14 02:44:53.963749,2026-01-14 02:44:53.963749
0e218353-c2a3-405c-a44f-6d07755cbc25,N0014,RN,2025-05-03,2030-05-02,False,19,50,31,2025-05-03,CURRENT,HR_1,2025-05-27,2026-01-14 02:44:53.964046,2026-01-14 02:44:53.964047
75304472-fee3-422c-9b48-0f22e3884543,N0014,BLS,2024-02-10,2026-02-09,False,7,8,1,2024-02-10,CURRENT,HR_8,2024-03-02,2026-01-14 02:44:53.964325,2026-01-14 02:44:53.964326
0a76da7e-e751-48f2-a4d6-27397a2fa6eb,N0015,CHEMO,2025-10-14,2027-10-14,False,7,24,17,2025-10-14,CURRENT,HR_7,2025-10-28,2026-01-14 02:44:53.964999,2026-01-14 02:44:53.964999
505e5211-d697-42ce-b6e5-aba409b92068,N0015,BLS,2025-08-27,2027-08-27,False,3,8,5,2025-08-27,CURRENT,HR_8,2025-08-30,2026-01-14 02:44:53.965275,2026-01-14 02:44:53.965275
4b6fa6a4-5136-41f5-88ca-e320f5d6b985,N0015,IV_CERT,2025-09-24,2027-09-24,False,5,16,11,2025-09-24,CURRENT,HR_10,2025-09-29,2026-01-14 02:44:53.965569,2026-01-14 02:44:53.965569
34024169-ca10-4d1a-8124-19796af1589d,N0015,CCU,2025-10-09,2027-10-09,False,4,40,36,2025-10-09,CURRENT,HR_5,2025-10-29,2026-01-14 02:44:53.965865,2026-01-14 02:44:53.965865
475db80b-ff88-48c6-84fe-4af9d240857e,N0015,RN,2022-05-29,2027-05-28,False,18,50,32,2022-05-29,CURRENT,HR_9,2022-06-21,2026-01-14 02:44:53.966162,2026-01-14 02:44:53.966163
425ce52f-6328-41fb-a48c-6ab9892771f3,N0015,ACLS,2025-01-17,2027-01-17,False,6,16,10,2025-01-17,CURRENT,HR_10,2025-02-03,2026-01-14 02:44:53.966443,2026-01-14 02:44:53.966444
8801cbd7-d8f3-464e-b184-4114b39f9adf,N0016,CCU,2025-04-01,2027-04-01,False,19,40,21,2025-04-01,CURRENT,HR_7,2025-04-05,2026-01-14 02:44:53.967175,2026-01-14 02:44:53.967176
8b723a4c-5ee5-4ec3-ad48-2f6093bca600,N0016,RN,2025-10-18,2030-10-17,False,20,50,30,2025-10-18,CURRENT,HR_9,2025-11-11,2026-01-14 02:44:53.967488,2026-01-14 02:44:53.967488
4d58cb2f-74bd-419a-84eb-f85dd80a3d03,N0016,ACLS,2025-08-27,2027-08-27,False,6,16,10,2025-08-27,CURRENT,HR_8,2025-09-25,2026-01-14 02:44:53.967814,2026-01-14 02:44:53.967814
0e5e14eb-99c3-4c72-8f14-2c126d47925e,N0016,BLS,2025-08-21,2027-08-21,False,3,8,5,2025-08-21,CURRENT,HR_6,2025-09-17,2026-01-14 02:44:53.968123,2026-01-14 02:44:53.968123
22c21e34-0e2b-41c1-b8c5-7cb96231bd39,N0017,IV_CERT,2025-09-09,2027-09-09,False,5,16,11,2025-09-09,CURRENT,HR_7,2025-09-20,2026-01-14 02:44:53.968898,2026-01-14 02:44:53.968898
fc490b96-4f84-4bdb-adc2-769ebd31f297,N0017,RN,2022-03-24,2027-03-23,False,8,50,42,2022-03-24,CURRENT,HR_6,2022-03-29,2026-01-14 02:44:53.969206,2026-01-14 02:44:53.969207
55da1049-c2a2-4b73-9496-30cc42bd1109,N0017,BLS,2024-08-17,2026-08-17,False,0,8,8,2024-08-17,CURRENT,HR_2,2024-09-13,2026-01-14 02:44:53.969496,2026-01-14 02:44:53.969496
bef09357-db26-43ee-9eed-e0223ae2f2ea,N0018,BLS,2024-11-29,2026-11-29,False,1,8,7,2024-11-29,CURRENT,HR_9,2024-12-01,2026-01-14 02:44:53.970350,2026-01-14 02:44:53.970351
4a5cc7df-f936-4a3f-864b-9a974d8afd2f,N0018,IV_CERT,2024-04-24,2026-04-24,False,10,16,6,2024-04-24,CURRENT,HR_9,2024-05-05,2026-01-14 02:44:53.970646,2026-01-14 02:44:53.970647
1778a218-4b7c-44b2-9de1-a248c2e2ceda,N0018,CCU,2024-01-29,2026-01-28,False,29,40,11,2024-01-29,CURRENT,HR_7,2024-02-10,2026-01-14 02:44:53.970981,2026-01-14 02:44:53.970981
85d7661b-aa7b-45a8-854b-f0bb8f5c2caf,N0018,RN,2021-01-21,2026-01-20,False,48,50,2,2021-01-21,CURRENT,HR_1,2021-01-31,2026-01-14 02:44:53.971283,2026-01-14 02:44:53.971283
c445d9ca-6e18-444f-b29a-22067d198442,N0018,ACLS,2024-04-10,2026-04-10,False,13,16,3,2024-04-10,CURRENT,HR_6,2024-04-14,2026-01-14 02:44:53.971590,2026-01-14 02:44:53.971591
7f5cd2a4-1ab6-46d3-9d95-44d54eed11d8,N0019,BLS,2024-02-12,2026-02-11,False,8,8,0,2024-02-12,CURRENT,HR_4,2024-03-11,2026-01-14 02:44:53.972392,2026-01-14 02:44:53.972392
126b7fdd-09b6-4160-9e21-98441e9b093a,N0019,ICU,2025-08-27,2027-08-27,False,11,40,29,2025-08-27,CURRENT,HR_9,2025-09-08,2026-01-14 02:44:53.972742,2026-01-14 02:44:53.972743
6e9ff778-808a-4fd8-b589-65174e525576,N0019,IV_CERT,2025-08-20,2027-08-20,False,4,16,12,2025-08-20,CURRENT,HR_10,2025-08-28,2026-01-14 02:44:53.973123,2026-01-14 02:44:53.973123
760f3ad4-39b1-4a51-904c-6bb06be16375,N0019,RN,2021-06-06,2026-06-05,False,33,50,17,2021-06-06,CURRENT,HR_9,2021-07-01,2026-01-14 02:44:53.973414,2026-01-14 02:44:53.973415
adf4f35f-ddc7-4bd3-8797-5f0f1b57025e,N0019,ACLS,2024-03-19,2026-03-19,False,15,16,1,2024-03-19,CURRENT,HR_9,2024-03-20,2026-01-14 02:44:53.973693,2026-01-14 02:44:53.973694
56256e8c-5ab2-4b48-a0f7-5bc8e3abf7ba,N0020,BLS,2025-03-17,2027-03-17,False,0,8,8,2025-03-17,CURRENT,HR_3,2025-03-26,2026-01-14 02:44:53.974518,2026-01-14 02:44:53.974519
e9284977-7058-44f0-a38c-b24221ba7508,N0020,IV_CERT,2025-02-02,2027-02-02,False,5,16,11,2025-02-02,CURRENT,HR_6,2025-02-03,2026-01-14 02:44:53.974814,2026-01-14 02:44:53.974815
a92cf754-a282-4898-800a-3c6ba293b863,N0020,POST_OP,2025-06-13,2027-06-13,False,2,20,18,2025-06-13,CURRENT,HR_10,2025-07-05,2026-01-14 02:44:53.975136,2026-01-14 02:44:53.975136
e9704c8c-b654-4616-a82f-5147de23e341,N0020,RN,2023-09-17,2028-09-15,False,2,50,48,2023-09-17,CURRENT,HR_3,2023-10-11,2026-01-14 02:44:53.975461,2026-01-14 02:44:53.975461
2b0207e0-66f2-43c2-8ffc-0de0c7ff1f0e,N0020,ACLS,2024-03-07,2026-03-07,False,11,16,5,2024-03-07,CURRENT,HR_2,2024-03-31,2026-01-14 02:44:53.975743,2026-01-14 02:44:53.975743
7367d49d-8c71-48b5-a1d1-0b3014eb03e5,N0021,BLS,2024-09-07,2026-09-07,False,2,8,6,2024-09-07,CURRENT,HR_3,2024-09-19,2026-01-14 02:44:53.976536,2026-01-14 02:44:53.976536
4e730dd2-e4c4-4c81-bf99-336b8cf6a796,N0021,IV_CERT,2025-01-30,2027-01-30,False,5,16,11,2025-01-30,CURRENT,HR_10,2025-02-19,2026-01-14 02:44:53.976836,2026-01-14 02:44:53.976836
449fbe6a-172f-49ff-ae9b-25ab28670fa0,N0021,CCU,2025-09-20,2027-09-20,False,1,40,39,2025-09-20,CURRENT,HR_3,2025-09-26,2026-01-14 02:44:53.977157,2026-01-14 02:44:53.977158
10400f62-73f4-4f0b-9480-23f72b0ecae3,N0021,RN,2021-09-22,2026-09-21,False,19,50,31,2021-09-22,CURRENT,HR_1,2021-10-14,2026-01-14 02:44:53.977457,2026-01-14 02:44:53.977457
a96e9510-c211-44af-9626-acc2b2283564,N0021,ACLS,2025-09-23,2027-09-23,False,4,16,12,2025-09-23,CURRENT,HR_8,2025-10-15,2026-01-14 02:44:53.977777,2026-01-14 02:44:53.977777
3dd0977a-d170-49a6-bfab-f8bed9cd0018,N0022,IV_CERT,2024-10-17,2026-10-17,False,4,16,12,2024-10-17,CURRENT,HR_4,2024-11-11,2026-01-14 02:44:53.978554,2026-01-14 02:44:53.978554
ada1a442-002e-445f-a1be-06544c60106d,N0022,RN,2023-01-31,2028-01-30,False,3,50,47,2023-01-31,CURRENT,HR_6,2023-02-14,2026-01-14 02:44:53.978885,2026-01-14 02:44:53.978885
503166e8-cfdf-4848-9490-1d07ecb5bf7b,N0022,BLS,2025-08-24,2027-08-24,False,2,8,6,2025-08-24,CURRENT,HR_10,2025-09-09,2026-01-14 02:44:53.979205,2026-01-14 02:44:53.979205
6cd0e822-108f-4646-82ab-64cb2bf19f8d,N0022,OB_NURS,2024-03-24,2027-03-24,False,1,30,29,2024-03-24,CURRENT,HR_4,2024-04-06,2026-01-14 02:44:53.979512,2026-01-14 02:44:53.979513
e499865b-4879-4393-b313-66c4d76b31e6,N0023,BLS,2025-05-20,2027-05-20,False,2,8,6,2025-05-20,CURRENT,HR_4,2025-06-14,2026-01-14 02:44:53.980324,2026-01-14 02:44:53.980325
b81f538f-36b3-41c5-85e0-537612eb58e3,N0023,IV_CERT,2025-07-28,2027-07-28,False,4,16,12,2025-07-28,CURRENT,HR_5,2025-08-08,2026-01-14 02:44:53.980603,2026-01-14 02:44:53.980603
7daa6826-2d02-4e11-bcaa-6c65235683e1,N0023,POST_OP,2025-08-15,2027-08-15,False,0,20,20,2025-08-15,CURRENT,HR_8,2025-09-08,2026-01-14 02:44:53.980927,2026-01-14 02:44:53.980927
467738da-3c2e-411e-9a49-82bdcb0bf9db,N0023,RN,2023-07-18,2028-07-16,False,5,50,45,2023-07-18,CURRENT,HR_3,2023-07-31,2026-01-14 02:44:53.981215,2026-01-14 02:44:53.981215
ff96f8eb-ad15-439e-b12a-29ab1b4085d5,N0023,ACLS,2024-06-18,2026-06-18,False,11,16,5,2024-06-18,CURRENT,HR_4,2024-07-05,2026-01-14 02:44:53.981521,2026-01-14 02:44:53.981521
0afb6da9-cdfd-40f2-bf52-74c33d26c4a7,N0024,IV_CERT,2024-12-18,2026-12-18,False,1,16,15,2024-12-18,CURRENT,HR_7,2025-01-15,2026-01-14 02:44:53.982258,2026-01-14 02:44:53.982259
943a8e5f-d9be-4df8-a30a-ff551789b6b3,N0024,ACLS,2025-11-02,2027-11-02,False,6,16,10,2025-11-02,CURRENT,HR_1,2025-11-17,2026-01-14 02:44:53.982546,2026-01-14 02:44:53.982547
2ba85fe4-90f1-4db3-8a41-c76107985388,N0024,RN,2025-07-09,2030-07-08,False,10,50,40,2025-07-09,CURRENT,HR_10,2025-07-23,2026-01-14 02:44:53.982816,2026-01-14 02:44:53.982816
42f6f404-f5db-49af-afe1-8b61c46425fc,N0024,BLS,2024-05-07,2026-05-07,False,6,8,2,2024-05-07,CURRENT,HR_7,2024-05-17,2026-01-14 02:44:53.983148,2026-01-14 02:44:53.983148
a5c3310f-7101-4090-8875-fe9f17d33080,N0025,IV_CERT,2025-11-24,2027-11-24,False,5,16,11,2025-11-24,CURRENT,HR_3,2025-12-20,2026-01-14 02:44:53.983865,2026-01-14 02:44:53.983866
259de452-ecf9-4fbf-921e-9143e760847f,N0025,POST_OP,2024-03-23,2026-03-23,False,17,20,3,2024-03-23,CURRENT,HR_6,2024-03-26,2026-01-14 02:44:53.984190,2026-01-14 02:44:53.984190
ed1f7a1c-62ef-49bd-8b30-cf7ff01aa464,N0025,RN,2023-07-05,2028-07-03,False,3,50,47,2023-07-05,CURRENT,HR_4,2023-07-19,2026-01-14 02:44:53.984473,2026-01-14 02:44:53.984473
803e8ea4-a3b7-4630-9d21-2c179b1c18ce,N0025,BLS,2024-04-21,2026-04-21,False,6,8,2,2024-04-21,CURRENT,HR_9,2024-04-24,2026-01-14 02:44:53.984738,2026-01-14 02:44:53.984738
0c3efb1f-4997-4a1d-870f-f3b6d3a72522,N0026,PEDS,2025-07-10,2028-07-09,False,10,30,20,2025-07-10,CURRENT,HR_4,2025-07-21,2026-01-14 02:44:53.985525,2026-01-14 02:44:53.985525
0be21077-2de7-4846-8526-e53c2cd7a02b,N0026,RN,2025-09-20,2030-09-19,False,2,50,48,2025-09-20,CURRENT,HR_9,2025-10-11,2026-01-14 02:44:53.985813,2026-01-14 02:44:53.985814
2c18bfd5-d945-4a62-9c4e-b0eba184e937,N0026,BLS,2025-10-18,2027-10-18,False,4,8,4,2025-10-18,CURRENT,HR_9,2025-10-25,2026-01-14 02:44:53.986127,2026-01-14 02:44:53.986128
7e20efc7-f3af-4204-b6ec-04fdad175f73,N0027,BLS,2024-02-24,2026-02-23,False,6,8,2,2024-02-24,CURRENT,HR_4,2024-02-28,2026-01-14 02:44:53.986898,2026-01-14 02:44:53.986899
e3457a0f-5f4e-4c0b-9293-245f6041bf4a,N0027,IV_CERT,2025-07-19,2027-07-19,False,4,16,12,2025-07-19,CURRENT,HR_4,2025-07-25,2026-01-14 02:44:53.987261,2026-01-14 02:44:53.987262
8acde1ca-56f7-4b97-a481-f7056e34a8d2,N0027,OB_NURS,2025-02-05,2028-02-05,False,2,30,28,2025-02-05,CURRENT,HR_3,2025-03-02,2026-01-14 02:44:53.987586,2026-01-14 02:44:53.987586
37dd0776-be5f-4bf1-9178-9786cbbf96cd,N0027,RN,2022-06-08,2027-06-07,False,15,50,35,2022-06-08,CURRENT,HR_8,2022-07-03,2026-01-14 02:44:53.987869,2026-01-14 02:44:53.987869
6ddf652b-961b-4c6b-8320-6b8f804b3993,N0027,ACLS,2024-05-17,2026-05-17,False,12,16,4,2024-05-17,CURRENT,HR_10,2024-06-01,2026-01-14 02:44:53.988201,2026-01-14 02:44:53.988201
