roster_id,nurse_id,ward_id,shift_date,shift_id,actual_start_time,actual_end_time,actual_hours,is_overtime,overtime_hours,is_charge_nurse,status,absence_type,notes,created_at,updated_at
56e3acf7-2b69-4a9f-aa84-119844c1fd5d,N0011,W001,2024-11-24,D,07:00,15:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.189149,2026-01-14 02:44:54.189150
0ab71bb2-2ff2-418d-bb8c-7a0c7f9854c1,N0012,W006,2024-11-24,D,07:00,15:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.189464,2026-01-14 02:44:54.189465
d8b69ce9-fcb6-44f3-b443-b7a57a370d67,N0013,W005,2024-11-24,OFF,,,0,False,0,False,COMPLETED,,,2026-01-14 02:44:54.189536,2026-01-14 02:44:54.189537
45cb7a20-12d3-4263-98a5-995ae71cbf1d,N0014,W008,2024-11-24,OFF,,,0,False,0,False,COMPLETED,,,2026-01-14 02:44:54.189597,2026-01-14 02:44:54.189597
26d44095-1e45-4bbd-86be-850ab703738c,N0015,W002,2024-11-24,E,15:00,23:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.189898,2026-01-14 02:44:54.189899
90a6587d-b149-422d-a6ec-77f05fbfe30c,N0016,W002,2024-11-24,D,07:00,15:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.190207,2026-01-14 02:44:54.190208
3a978724-3cad-426e-afff-7e91ba721286,N0017,W003,2024-11-24,D,07:00,15:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.190514,2026-01-14 02:44:54.190515
0f5c1534-36df-4c61-a0b5-575ef3dda8ea,N0018,W002,2024-11-24,E,15:00,23:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.190825,2026-01-14 02:44:54.190826
f0ad86ba-4745-4b17-bc4f-0624c2133dac,N0019,W001,2024-11-24,E,15:00,23:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.191135,2026-01-14 02:44:54.191136
09b8f00d-045c-4ac5-a1f3-ca6ea2495596,N0020,W005,2024-11-24,D,07:00,15:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.191424,2026-01-14 02:44:54.191425
13378f2b-3ff5-4456-a4b3-0db62740f783,N0021,W002,2024-11-24,E,15:00,23:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.191721,2026-01-14 02:44:54.191722
5238ea53-6764-45f3-8a6b-c56e5c0e278f,N0022,W007,2024-11-24,E,15:00,23:00,8,False,0,True,COMPLETED,,,2026-01-14 02:44:54.192030,2026-01-14 02:44:54.192031
59063d52-05c1-481e-8e9d-ea28796736ca,N0023,W006,2024-11-24,OFF,,,0,False,0,False,COMPLETED,,,2026-01-14 02:44:54.192099,2026-01-14 02:44:54.192100
4a9e6482-d374-4da2-bd8e-a7f759c8ab34,N0024,W004,2024-11-24,E,15:00,23:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.192390,2026-01-14 02:44:54.192391
c3109917-00d2-40c7-9737-0740b0c5ac8f,N0025,W006,2024-11-24,N,23:00,07:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.192690,2026-01-14 02:44:54.192691
caaa3c01-456d-4fc3-b62d-2028d41cb6b7,N0026,W008,2024-11-24,N,23:00,07:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.193007,2026-01-14 02:44:54.193008
dc9bae1b-43a2-43d4-814f-1fbd0b0a7f70,N0027,W007,2024-11-24,E,15:00,23:00,8,False,0,True,COMPLETED,,,2026-01-14 02:44:54.193303,2026-01-14 02:44:54.193304
4a7ee76b-9d89-48bc-b58b-95f9edf37008,N0028,W006,2024-11-24,OFF,,,0,False,0,False,COMPLETED,,,2026-01-14 02:44:54.193373,2026-01-14 02:44:54.193374
58de1f63-4e1d-467c-adc8-5dd2889ca4b1,N0029,W004,2024-11-24,OFF,,,0,False,0,False,COMPLETED,,,2026-01-14 02:44:54.193440,2026-01-14 02:44:54.193440
f9f11e58-0d2e-4a34-b459-d612435b5a60,N0030,W002,2024-11-24,D,07:00,15:00,8,False,0,True,COMPLETED,,,2026-01-14 02:44:54.193722,2026-01-14 02:44:54.193723
62d8dda3-a57a-4efa-a5ab-2c37f6d406dd,N0031,W001,2024-11-24,OFF,,,0,False,0,False,COMPLETED,,,2026-01-14 02:44:54.193799,2026-01-14 02:44:54.193800
edbaa722-71a0-41f9-913a-c192c0195bb9,N0032,W008,2024-11-24,D,07:00,15:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.194113,2026-01-14 02:44:54.194114
d834c936-394b-4f3f-b0fc-6d55c3fba7bb,N0033,W001,2024-11-24,N,23:00,07:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.194408,2026-01-14 02:44:54.194409
1fc02b44-69da-4633-bb4e-906f5eecf52c,N0034,W003,2024-11-24,OFF,,,0,False,0,False,COMPLETED,,,2026-01-14 02:44:54.194480,2026-01-14 02:44:54.194481
d9faa42c-2664-4859-a920-11cc5f7b0ac0,N0035,W001,2024-11-24,E,15:00,23:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.194775,2026-01-14 02:44:54.194776
8468d8e0-ee6a-44f6-b11f-ffe304c08db3,N0036,W006,2024-11-24,D,07:00,15:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.195079,2026-01-14 02:44:54.195080
e360fe06-bf12-490c-94eb-71fb29dbee54,N0037,W002,2024-11-24,N,23:00,07:00,8,False,0,True,COMPLETED,,,2026-01-14 02:44:54.195367,2026-01-14 02:44:54.195368
ad1500be-d71f-43d4-9610-aa566f8e9ca6,N0038,W006,2024-11-24,OFF,,,0,False,0,False,COMPLETED,,,2026-01-14 02:44:54.195439,2026-01-14 02:44:54.195439
89c34c70-7378-42af-9c8f-7e582b6e9bbe,N0039,W001,2024-11-24,OFF,,,0,False,0,False,COMPLETED,,,2026-01-14 02:44:54.195499,2026-01-14 02:44:54.195499
044f1617-d861-436c-99b0-3ccb67d2e9b0,N0040,W002,2024-11-24,D,07:00,15:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.195803,2026-01-14 02:44:54.195805
050895cc-b97f-44db-b8a6-5e3b41684673,N0041,W005,2024-11-24,N,23:00,07:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.196142,2026-01-14 02:44:54.196143
401191a9-fd54-433f-88e9-c11f17c9be45,N0042,W001,2024-11-24,D,07:00,15:00,8,False,0,True,COMPLETED,,,2026-01-14 02:44:54.196454,2026-01-14 02:44:54.196455
77483901-9d8b-41d7-81fe-e0a0cf658a02,N0043,W001,2024-11-24,N,23:00,07:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.196759,2026-01-14 02:44:54.196760
7b789969-6387-4228-bbc4-1eb85b1863f6,N0044,W003,2024-11-24,OFF,,,0,False,0,False,COMPLETED,,,2026-01-14 02:44:54.196827,2026-01-14 02:44:54.196827
0b22ff00-b431-4e02-aa3e-4c797cf36c91,N0045,W006,2024-11-24,N,23:00,07:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.197126,2026-01-14 02:44:54.197127
b0b70bf3-cfa3-472e-ab33-860880d59050,N0046,W003,2024-11-24,OFF,,,0,False,0,False,COMPLETED,,,2026-01-14 02:44:54.197196,2026-01-14 02:44:54.197196
1c551d1f-0f57-40cc-b518-87bec53acf8f,N0047,W006,2024-11-24,E,15:00,23:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.197479,2026-01-14 02:44:54.197480
929c8e80-6d69-48b6-a8f4-1effb46fb0c7,N0048,W001,2024-11-24,D,07:00,15:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.197778,2026-01-14 02:44:54.197779
3684bdf5-dd7a-4bd8-80a0-6e23c18bc3fa,N0049,W004,2024-11-24,N,23:00,07:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.198088,2026-01-14 02:44:54.198089
285ec567-a8d4-4408-bae6-cf096d5c06a8,N0050,W006,2024-11-24,N,23:00,07:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.198383,2026-01-14 02:44:54.198385
ceb87c6f-9d49-4ced-b03a-acecbf069064,N0051,W005,2024-11-24,N,23:00,07:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.198732,2026-01-14 02:44:54.198733
4627a984-50f2-426e-9961-bbafb663d283,N0052,W007,2024-11-24,N,23:00,07:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.199056,2026-01-14 02:44:54.199057
4335933b-b5ab-4fa8-9932-f8c363282a8f,N0053,W004,2024-11-24,D,07:00,15:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.199358,2026-01-14 02:44:54.199359
3eafbfe8-7ca5-4590-a1db-aad65b763751,N0054,W002,2024-11-24,N,23:00,07:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.199646,2026-01-14 02:44:54.199647
e9002890-8cef-4027-8559-29d211b01773,N0055,W003,2024-11-24,D,07:00,15:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.199947,2026-01-14 02:44:54.199948
0de31a48-a491-4ae3-8eb4-898b210faebf,N0056,W005,2024-11-24,N,23:00,07:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.200239,2026-01-14 02:44:54.200240
23265c50-62e0-4f3f-861e-da59a5bf3102,N0057,W006,2024-11-24,D,07:00,15:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.200523,2026-01-14 02:44:54.200524
4a22fc8f-7c60-4d31-bee5-d6f74ac962ba,N0058,W003,2024-11-24,D,07:00,15:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.200820,2026-01-14 02:44:54.200821
d601f85a-9709-4a2c-9cef-5d9ea5566736,N0059,W004,2024-11-24,OFF,,,0,False,0,False,COMPLETED,,,2026-01-14 02:44:54.200891,2026-01-14 02:44:54.200892
c153ac1e-c394-4876-be31-0554d1d55650,N0060,W002,2024-11-24,D,07:00,15:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.201209,2026-01-14 02:44:54.201210
e63846e8-70fb-48f0-acf6-92f9174f727a,N0061,W003,2024-11-24,D,07:00,15:00,8,False,0,True,COMPLETED,,,2026-01-14 02:44:54.201508,2026-01-14 02:44:54.201509
04adb11a-18ac-4823-bcba-8ab8d3cac8a9,N0062,W008,2024-11-24,D,07:00,15:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.201803,2026-01-14 02:44:54.201804
82a3f1b3-412d-4226-bfe1-da5572a0eca3,N0063,W006,2024-11-24,D,07:00,15:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.202103,2026-01-14 02:44:54.202104
8b858d06-576a-4276-a8e6-3ba42ec44be3,N0064,W003,2024-11-24,E,15:00,23:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.202389,2026-01-14 02:44:54.202390
310dbb27-0279-476c-a049-6855a8f2a962,N0065,W008,2024-11-24,D,07:00,15:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.202715,2026-01-14 02:44:54.202716
0e02d22c-9c5c-4c7f-8317-7959e3e79fe3,N0066,W002,2024-11-24,N,23:00,07:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.203057,2026-01-14 02:44:54.203058
8e90cd80-05da-4dd6-860f-c4fc0b3ae58a,N0067,W006,2024-11-24,OFF,,,0,False,0,False,COMPLETED,,,2026-01-14 02:44:54.203132,2026-01-14 02:44:54.203132
66ebb96f-de8a-44db-a841-7d108608345e,N0068,W001,2024-11-24,OFF,,,0,False,0,False,COMPLETED,,,2026-01-14 02:44:54.203192,2026-01-14 02:44:54.203192
c24bdf05-0789-4e2b-9a53-074cce2ee778,N0069,W007,2024-11-24,OFF,,,0,False,0,False,COMPLETED,,,2026-01-14 02:44:54.203249,2026-01-14 02:44:54.203250
8d06c047-2b73-4d9f-b2fb-98ca61dcab20,N0070,W008,2024-11-24,OFF,,,0,False,0,False,COMPLETED,,,2026-01-14 02:44:54.203303,2026-01-14 02:44:54.203304
fd009054-12fe-45c4-9909-80a9899ea8c0,N0071,W003,2024-11-24,D,07:00,15:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.203601,2026-01-14 02:44:54.203601
1b373a97-f805-4229-829b-fa7bf5c3907b,N0072,W007,2024-11-24,OFF,,,0,False,0,False,COMPLETED,,,2026-01-14 02:44:54.203675,2026-01-14 02:44:54.203676
6f7b6595-cc9b-4ca8-a33e-6cca1ce2d03b,N0073,W006,2024-11-24,N,23:00,07:00,8,False,0,True,COMPLETED,,,2026-01-14 02:44:54.204002,2026-01-14 02:44:54.204003
f7338d2b-e7f7-49cf-82e2-e8f916f0bca7,N0074,W001,2024-11-24,E,15:00,23:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.204330,2026-01-14 02:44:54.204331
683ebe04-4a56-4808-b040-34bfa2aace76,N0075,W001,2024-11-24,OFF,,,0,False,0,False,COMPLETED,,,2026-01-14 02:44:54.204406,2026-01-14 02:44:54.204406
99cc633b-93d9-42e6-b804-e730c1ed240c,N0076,W005,2024-11-24,D,07:00,15:00,8,False,0,True,COMPLETED,,,2026-01-14 02:44:54.204705,2026-01-14 02:44:54.204706
d01cb7ef-b1dc-46e1-ad9d-c39cef7cc143,N0077,W001,2024-11-24,E,15:00,23:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.205032,2026-01-14 02:44:54.205033
7b27e3aa-7eb7-41d3-9c17-68c1cac0a457,N0078,W004,2024-11-24,OFF,,,0,False,0,False,COMPLETED,,,2026-01-14 02:44:54.205107,2026-01-14 02:44:54.205108
89f2ebe6-2234-4115-ad02-b84c2dee39b5,N0079,W001,2024-11-24,N,23:00,07:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.205424,2026-01-14 02:44:54.205425
3479a5ac-ade2-4021-926a-6f85cf4d9611,N0080,W007,2024-11-24,D,07:00,15:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.205749,2026-01-14 02:44:54.205750
b8faf08f-6faf-4f4a-a24e-3b444067cd89,N0081,W007,2024-11-24,D,07:00,15:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.206074,2026-01-14 02:44:54.206075
6314409f-5fae-444e-813c-a10506a884e3,N0082,W008,2024-11-24,D,07:00,15:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.206374,2026-01-14 02:44:54.206375
bffc6fdd-3fd2-4f1f-82d1-f7efdb811ebf,N0083,W005,2024-11-24,OFF,,,0,False,0,False,COMPLETED,,,2026-01-14 02:44:54.206458,2026-01-14 02:44:54.206459
9457fb21-7a0b-4ac3-ad5a-6b8d81b1951a,N0084,W006,2024-11-24,D,07:00,15:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.206764,2026-01-14 02:44:54.206765
ca60deca-e7b3-4fab-aa63-57548a177ced,N0085,W005,2024-11-24,N,23:00,07:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.207073,2026-01-14 02:44:54.207074
fb9b7c5d-f96b-4f8a-a768-07ff63677b97,N0086,W004,2024-11-24,OFF,,,0,False,0,False,COMPLETED,,,2026-01-14 02:44:54.207145,2026-01-14 02:44:54.207146
03f27e04-4d49-4859-bbea-7e8622a4edba,N0087,W007,2024-11-24,D,07:00,15:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.207437,2026-01-14 02:44:54.207438
437922c5-1673-4710-867e-bae7247126bd,N0088,W006,2024-11-24,E,15:00,23:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.207736,2026-01-14 02:44:54.207737
0472627a-a57e-4cd2-85d0-2dbe3cb93d0f,N0089,W002,2024-11-24,OFF,,,0,False,0,False,COMPLETED,,,2026-01-14 02:44:54.207805,2026-01-14 02:44:54.207806
c98dc341-87bb-4b16-ab70-8cc66c6fc3ba,N0090,W005,2024-11-24,E,15:00,23:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.208109,2026-01-14 02:44:54.208110
a282e58e-f5c3-4a3d-8979-382b74b4ed06,N0091,W003,2024-11-24,D,07:00,15:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.208396,2026-01-14 02:44:54.208397
85e32358-daf8-42dd-824c-0152d0eb686b,N0092,W008,2024-11-24,E,15:00,23:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.208742,2026-01-14 02:44:54.208743
b4c5f9f2-0c9d-4064-842f-514ed1651ee9,N0093,W001,2024-11-24,N,23:00,07:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.209074,2026-01-14 02:44:54.209075
dc6a9ef5-8675-4ec2-b02f-73ac97851471,N0094,W001,2024-11-24,N,23:00,07:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.209418,2026-01-14 02:44:54.209419
b730793d-102d-406a-854f-7543f5156c9e,N0095,W007,2024-11-24,D,07:00,15:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.209728,2026-01-14 02:44:54.209729
3b7ffeb4-1231-4015-a060-45cbd8d67a3f,N0096,W007,2024-11-24,N,23:00,07:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.210053,2026-01-14 02:44:54.210054
fac1eafd-a9ce-4d07-83d4-55c4b8550fdd,N0097,W004,2024-11-24,D,07:00,15:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.210340,2026-01-14 02:44:54.210341
131477d9-df64-4c87-9319-6ebc5c1322cf,N0098,W008,2024-11-24,OFF,,,0,False,0,False,COMPLETED,,,2026-01-14 02:44:54.210419,2026-01-14 02:44:54.210420
dca72b8b-3bee-4ff3-8851-3ba760328844,N0099,W008,2024-11-24,D,07:00,15:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.210709,2026-01-14 02:44:54.210710
cdfe080b-e1c0-41ca-be82-3f4489fd7d2f,N0100,W004,2024-11-24,OFF,,,0,False,0,False,COMPLETED,,,2026-01-14 02:44:54.210780,2026-01-14 02:44:54.210780
b74b6492-3c98-482c-a264-10f2adaef5f8,N0101,W001,2024-11-24,D,07:00,15:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.211081,2026-01-14 02:44:54.211082
682767d9-e458-4e3e-aa62-ea95c7e89a9d,N0102,W005,2024-11-24,D,07:00,15:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.211369,2026-01-14 02:44:54.211370
c0ef5a74-885d-4982-9fb7-874dc2a6ad84,N0103,W007,2024-11-24,D,07:00,15:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.211665,2026-01-14 02:44:54.211666
ecca7eca-5500-490e-a0d4-45d16390e611,N0104,W001,2024-11-24,OFF,,,0,False,0,False,COMPLETED,,,2026-01-14 02:44:54.211741,2026-01-14 02:44:54.211742
886a177c-cf6b-43a0-b854-3d63f91b93b0,N0105,W008,2024-11-24,D,07:00,15:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.212044,2026-01-14 02:44:54.212045
bea33f46-1005-427b-9134-d2236e3d3bd4,N0106,W007,2024-11-24,OFF,,,0,False,0,False,COMPLETED,,,2026-01-14 02:44:54.212116,2026-01-14 02:44:54.212117
502af277-38c4-4cff-a4d4-47c8a21118f6,N0107,W007,2024-11-24,D,07:00,15:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.212411,2026-01-14 02:44:54.212412
bc62a32b-2923-4f19-adaf-c5314d8c0001,N0108,W007,2024-11-24,E,15:00,23:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.212706,2026-01-14 02:44:54.212707
cf8b6b2b-edbb-49b6-94d6-ac572585d120,N0109,W008,2024-11-24,D,07:00,15:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.213006,2026-01-14 02:44:54.213007
5265c32b-41ff-4c2c-ac58-135e79ade2ea,N0110,W008,2024-11-24,D,07:00,15:00,8,False,0,True,COMPLETED,,,2026-01-14 02:44:54.213295,2026-01-14 02:44:54.213296
827ba056-718e-417f-b479-98cfd4d586f9,N0111,W007,2024-11-24,N,23:00,07:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.213579,2026-01-14 02:44:54.213580
d446ade0-3c01-467a-83d6-5c16ca7c7367,N0112,W005,2024-11-24,D,07:00,15:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.213872,2026-01-14 02:44:54.213873
0c5cefdc-12c6-448d-a702-0d4c60d9b3d0,N0113,W007,2024-11-24,OFF,,,0,False,0,False,COMPLETED,,,2026-01-14 02:44:54.213948,2026-01-14 02:44:54.213949
34284843-039d-4125-8227-c34d1c7573ae,N0114,W007,2024-11-24,OFF,,,0,False,0,False,COMPLETED,,,2026-01-14 02:44:54.214011,2026-01-14 02:44:54.214012
4c146232-a36a-44b1-ab2d-6580c6946b6d,N0115,W008,2024-11-24,D,07:00,15:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.214309,2026-01-14 02:44:54.214309
d01acc50-ddb3-4cbf-a6fd-73170406cbbb,N0116,W006,2024-11-24,E,15:00,23:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.214599,2026-01-14 02:44:54.214599
83105c0b-b062-42c5-9b4f-59e04d095e3e,N0117,W008,2024-11-24,N,23:00,07:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.214898,2026-01-14 02:44:54.214899
71b09383-ce65-4746-822f-5114147ba63c,N0118,W001,2024-11-24,D,07:00,15:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.215197,2026-01-14 02:44:54.215198
da1225d2-90b2-4daf-9b4f-4d8c6c0bacc7,N0119,W008,2024-11-24,D,07:00,15:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.215477,2026-01-14 02:44:54.215478
acb24089-dafb-4bac-91c7-aed445afda60,N0120,W005,2024-11-24,N,23:00,07:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.215772,2026-01-14 02:44:54.215773
84811304-3c83-4c5f-82a4-8d3c14556f94,N0001,W002,2024-11-25,OFF,,,0,False,0,False,COMPLETED,,,2026-01-14 02:44:54.216183,2026-01-14 02:44:54.216184
c96aadc8-c576-41ff-af39-799d1b6f4f4c,N0002,W002,2024-11-25,OFF,,,0,False,0,False,COMPLETED,,,2026-01-14 02:44:54.216255,2026-01-14 02:44:54.216255
980be22e-87e7-407b-b000-5a3e8d33765e,N0003,W004,2024-11-25,E,15:00,23:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.216572,2026-01-14 02:44:54.216572
f7b37fe2-144a-4fac-80e2-9413624e63f9,N0004,W001,2024-11-25,D,07:00,15:00,8,False,0,True,COMPLETED,,,2026-01-14 02:44:54.216873,2026-01-14 02:44:54.216874
1604025f-78a1-4cff-873d-b472526ecf30,N0005,W006,2024-11-25,D,07:00,15:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.217179,2026-01-14 02:44:54.217180
98154892-5151-43bc-b4fe-ccbf8b21bdad,N0006,W008,2024-11-25,N,23:00,07:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.217471,2026-01-14 02:44:54.217472
d5f6e1ff-0c4e-44a0-b44b-2b039f42c244,N0007,W006,2024-11-25,D,07:00,15:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.217773,2026-01-14 02:44:54.217774
c64499a9-aa4c-4879-8476-2e02f59a27f5,N0008,W004,2024-11-25,E,15:00,23:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.218092,2026-01-14 02:44:54.218093
bfb20efd-8298-4995-b1a4-c26ebdc44afc,N0009,W005,2024-11-25,D,07:00,15:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.218378,2026-01-14 02:44:54.218378
412549cc-6041-46d6-8956-4fe0a88604fd,N0010,W003,2024-11-25,D,07:00,15:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.218667,2026-01-14 02:44:54.218668
f0a6f155-c746-4521-890b-df4732f97e2b,N0011,W001,2024-11-25,D,07:00,15:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.219037,2026-01-14 02:44:54.219038
da8b90d1-bcee-48c0-92c8-793b385bb891,N0012,W006,2024-11-25,OFF,,,0,False,0,False,COMPLETED,,,2026-01-14 02:44:54.219121,2026-01-14 02:44:54.219121
d4af804d-005e-4be1-8be5-184920a58711,N0013,W005,2024-11-25,D,07:00,15:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.219433,2026-01-14 02:44:54.219434
3277be77-c2d5-4dc8-bf6d-fe507cb0e05f,N0014,W008,2024-11-25,OFF,,,0,False,0,False,COMPLETED,,,2026-01-14 02:44:54.219505,2026-01-14 02:44:54.219506
d72b5e74-393e-424f-8b27-e902ac0b72f8,N0015,W002,2024-11-25,OFF,,,0,False,0,False,COMPLETED,,,2026-01-14 02:44:54.219567,2026-01-14 02:44:54.219568
37ea5ba0-2cda-4d5c-b597-a8f3a0758e45,N0016,W002,2024-11-25,OFF,,,0,False,0,False,COMPLETED,,,2026-01-14 02:44:54.219628,2026-01-14 02:44:54.219629
7bddc1c9-f482-42b2-9ce5-3d5b1acb25c4,N0017,W003,2024-11-25,N,23:00,07:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.219945,2026-01-14 02:44:54.219946
bc5d4b75-d6c2-4bc8-ad64-84184ba78533,N0018,W002,2024-11-25,D,07:00,15:00,8,False,0,True,COMPLETED,,,2026-01-14 02:44:54.220254,2026-01-14 02:44:54.220255
5691ab07-84e3-4664-8bed-22e24e142de9,N0019,W001,2024-11-25,D,07:00,15:00,8,False,0,False,COMPLETED,,,2026-01-14 02:44:54.220541,2026-01-14 02:44:54.220542
